ID,supplyShipmentId,lineNumber,purchaseOrderLineId,purchaseOrderId,purchaseOrderLineNumber,ProductId,quantityShipped,unitOfMeasure
3d9202d8-6d8e-422d-ae4d-ce1226ff7a06-10,3d9202d8-6d8e-422d-ae4d-ce1226ff7a06,10,f602c502-7873-4ae2-beff-66ddf940ef35-10,f602c502-7873-4ae2-beff-66ddf940ef35,10,PART001,360,Each
0f6dd5f2-bccf-4b2c-ae7c-b57575f6c28d-10,0f6dd5f2-bccf-4b2c-ae7c-b57575f6c28d,10,f602c502-7873-4ae2-beff-66ddf940ef35-20,f602c502-7873-4ae2-beff-66ddf940ef35,20,PART003,300,Each
0f6dd5f2-bccf-4b2c-ae7c-b57575f6c28d-20,0f6dd5f2-bccf-4b2c-ae7c-b57575f6c28d,20,f602c502-7873-4ae2-beff-66ddf940ef35-30,f602c502-7873-4ae2-beff-66ddf940ef35,30,PART004,280,Each
0655ae27-aade-4513-8e0c-cd86ae9a23e8-10,0655ae27-aade-4513-8e0c-cd86ae9a23e8,10,0a8d55ef-eef6-40fb-a823-0742e2fb2a99-10,0a8d55ef-eef6-40fb-a823-0742e2fb2a99,10,PART002,250,Each
0655ae27-aade-4513-8e0c-cd86ae9a23e8-20,0655ae27-aade-4513-8e0c-cd86ae9a23e8,20,0a8d55ef-eef6-40fb-a823-0742e2fb2a99-20,0a8d55ef-eef6-40fb-a823-0742e2fb2a99,20,PART003,310,Each
0655ae27-aade-4513-8e0c-cd86ae9a23e8-30,0655ae27-aade-4513-8e0c-cd86ae9a23e8,30,0a8d55ef-eef6-40fb-a823-0742e2fb2a99-30,0a8d55ef-eef6-40fb-a823-0742e2fb2a99,30,PART003-3,430,Each
c116d445-ab69-4e98-8aa6-bae06d67ac41-10,c116d445-ab69-4e98-8aa6-bae06d67ac41,10,1f1e759c-5a21-43ee-8366-8bf473fb3586-10,1f1e759c-5a21-43ee-8366-8bf473fb3586,10,PART003,360,Each
a34664f8-96dc-4a01-bac3-39b154fcae6d-10,a34664f8-96dc-4a01-bac3-39b154fcae6d,10,4d54f247-d016-4634-bae0-1c171bdf5910-10,4d54f247-d016-4634-bae0-1c171bdf5910,10,PART001,112,Each
a2ca38ba-b31c-4784-bd77-850e02f41be4-10,a2ca38ba-b31c-4784-bd77-850e02f41be4,10,4d54f247-d016-4634-bae0-1c171bdf5910-10,4d54f247-d016-4634-bae0-1c171bdf5910,10,PART001,58,Each
b5bab5e1-9f70-4ae6-99a0-c86d8b08ff71-10,b5bab5e1-9f70-4ae6-99a0-c86d8b08ff71,10,10e18124-3d50-43b1-b29b-856067967175-10,10e18124-3d50-43b1-b29b-856067967175,10,PART001,280,Each
b5bab5e1-9f70-4ae6-99a0-c86d8b08ff71-20,b5bab5e1-9f70-4ae6-99a0-c86d8b08ff71,20,10e18124-3d50-43b1-b29b-856067967175-20,10e18124-3d50-43b1-b29b-856067967175,20,PART003,210,Each
fed2efc2-2eeb-47d5-8e6b-d986a0986512-10,fed2efc2-2eeb-47d5-8e6b-d986a0986512,10,4224fba7-cf07-464b-a074-b5ccc851862f-10,4224fba7-cf07-464b-a074-b5ccc851862f,10,PART004,140,Each
e00f8deb-f136-4c92-bd8c-f883077ace58-10,e00f8deb-f136-4c92-bd8c-f883077ace58,10,ba19b1bd-a988-46ab-8147-38203e2955f1-10,ba19b1bd-a988-46ab-8147-38203e2955f1,10,PART003,500,Each
3b011eb7-7ec1-4af9-86ae-b0502c4c8610-10,3b011eb7-7ec1-4af9-86ae-b0502c4c8610,10,ba19b1bd-a988-46ab-8147-38203e2955f1-20,ba19b1bd-a988-46ab-8147-38203e2955f1,20,PART005,350,Each
3b011eb7-7ec1-4af9-86ae-b0502c4c8610-20,3b011eb7-7ec1-4af9-86ae-b0502c4c8610,20,ba19b1bd-a988-46ab-8147-38203e2955f1-30,ba19b1bd-a988-46ab-8147-38203e2955f1,30,PART003-1,90,Each
3e39bfb5-57cf-4107-b980-6a0ebf4d9dd3-10,3e39bfb5-57cf-4107-b980-6a0ebf4d9dd3,10,bf8e2561-551d-4be2-b70f-0e2475de91ee-10,bf8e2561-551d-4be2-b70f-0e2475de91ee,10,PART002,190,Each
3a313080-9e84-414d-b274-09187af011b7-10,3a313080-9e84-414d-b274-09187af011b7,10,508d73a7-cb50-472c-bf9a-58394a478115-10,508d73a7-cb50-472c-bf9a-58394a478115,10,PART001,60,Each
3a313080-9e84-414d-b274-09187af011b7-20,3a313080-9e84-414d-b274-09187af011b7,20,508d73a7-cb50-472c-bf9a-58394a478115-20,508d73a7-cb50-472c-bf9a-58394a478115,20,PART005,200,Each
3a313080-9e84-414d-b274-09187af011b7-30,3a313080-9e84-414d-b274-09187af011b7,30,508d73a7-cb50-472c-bf9a-58394a478115-30,508d73a7-cb50-472c-bf9a-58394a478115,30,PART003,140,Each
e4459074-e6bd-46bd-8ca9-ee0498794a7e-10,e4459074-e6bd-46bd-8ca9-ee0498794a7e,10,1e9ce0b6-a120-4f54-800a-8fe728ba73f7-10,1e9ce0b6-a120-4f54-800a-8fe728ba73f7,10,PART002,35,Each
d865db5c-0e24-4f71-9b0f-3b5bbef2a3e2-10,d865db5c-0e24-4f71-9b0f-3b5bbef2a3e2,10,1e9ce0b6-a120-4f54-800a-8fe728ba73f7-10,1e9ce0b6-a120-4f54-800a-8fe728ba73f7,10,PART002,15,Each
4590cac5-fc6c-4a14-af97-0337faabeffa-10,4590cac5-fc6c-4a14-af97-0337faabeffa,10,97e84aea-04e9-4a35-9f70-971405240450-10,97e84aea-04e9-4a35-9f70-971405240450,10,PART001,140,Each
4590cac5-fc6c-4a14-af97-0337faabeffa-20,4590cac5-fc6c-4a14-af97-0337faabeffa,20,97e84aea-04e9-4a35-9f70-971405240450-20,97e84aea-04e9-4a35-9f70-971405240450,20,PART006,220,Each
4590cac5-fc6c-4a14-af97-0337faabeffa-30,4590cac5-fc6c-4a14-af97-0337faabeffa,30,97e84aea-04e9-4a35-9f70-971405240450-30,97e84aea-04e9-4a35-9f70-971405240450,30,PART002,340,Each
57b9d488-15a2-471a-8985-5feb61ac35ea-10,57b9d488-15a2-471a-8985-5feb61ac35ea,10,11f4e25b-a5a2-4f0d-9ded-7d74a01efd43-10,11f4e25b-a5a2-4f0d-9ded-7d74a01efd43,10,PART005,430,Each
aa7351bb-1e4c-458b-82e9-898f566f578d-10,aa7351bb-1e4c-458b-82e9-898f566f578d,10,bff5e0d4-3429-4266-9d5e-85518e1b746a-10,bff5e0d4-3429-4266-9d5e-85518e1b746a,10,PART003-3,100,Each
f04db481-9c61-432d-aa57-1d6cad7836f2-10,f04db481-9c61-432d-aa57-1d6cad7836f2,10,bff5e0d4-3429-4266-9d5e-85518e1b746a-20,bff5e0d4-3429-4266-9d5e-85518e1b746a,20,PART003-2,330,Each
f04db481-9c61-432d-aa57-1d6cad7836f2-20,f04db481-9c61-432d-aa57-1d6cad7836f2,20,bff5e0d4-3429-4266-9d5e-85518e1b746a-30,bff5e0d4-3429-4266-9d5e-85518e1b746a,30,PART001,290,Each
3ee4ae97-9a0b-41dd-89ca-9ac75d253d14-10,3ee4ae97-9a0b-41dd-89ca-9ac75d253d14,10,ebf0276a-96cb-4466-9f6c-fcec8ed38be5-10,ebf0276a-96cb-4466-9f6c-fcec8ed38be5,10,PART003-2,60,Each
3ee4ae97-9a0b-41dd-89ca-9ac75d253d14-20,3ee4ae97-9a0b-41dd-89ca-9ac75d253d14,20,ebf0276a-96cb-4466-9f6c-fcec8ed38be5-20,ebf0276a-96cb-4466-9f6c-fcec8ed38be5,20,PART006,480,Each
33d57720-a787-4d74-b01f-86e6d98cd40d-10,33d57720-a787-4d74-b01f-86e6d98cd40d,10,9762755c-5c4e-477c-a738-e435154d1331-10,9762755c-5c4e-477c-a738-e435154d1331,10,PART004,140,Each
33d57720-a787-4d74-b01f-86e6d98cd40d-20,33d57720-a787-4d74-b01f-86e6d98cd40d,20,9762755c-5c4e-477c-a738-e435154d1331-20,9762755c-5c4e-477c-a738-e435154d1331,20,PART003-1,280,Each
33d57720-a787-4d74-b01f-86e6d98cd40d-30,33d57720-a787-4d74-b01f-86e6d98cd40d,30,9762755c-5c4e-477c-a738-e435154d1331-30,9762755c-5c4e-477c-a738-e435154d1331,30,PART002,340,Each
7b4b351f-2b69-4307-8dba-1a1eed8adf8d-10,7b4b351f-2b69-4307-8dba-1a1eed8adf8d,10,e90e9068-7ea3-4178-a138-746709acc101-10,e90e9068-7ea3-4178-a138-746709acc101,10,PART004,380,Each
72acb4fb-1db4-438a-9d7e-5f531c1b0c4c-10,72acb4fb-1db4-438a-9d7e-5f531c1b0c4c,10,e90e9068-7ea3-4178-a138-746709acc101-20,e90e9068-7ea3-4178-a138-746709acc101,20,PART006,190,Each
654c4e83-5f0a-4739-bd1e-62abf219506e-10,654c4e83-5f0a-4739-bd1e-62abf219506e,10,d5620e33-d7c9-4a2c-9396-8705701daa9e-10,d5620e33-d7c9-4a2c-9396-8705701daa9e,10,PART001,190,Each
654c4e83-5f0a-4739-bd1e-62abf219506e-20,654c4e83-5f0a-4739-bd1e-62abf219506e,20,d5620e33-d7c9-4a2c-9396-8705701daa9e-20,d5620e33-d7c9-4a2c-9396-8705701daa9e,20,PART002,360,Each
99b99c39-4395-4291-9a63-bdf27af6f2ff-10,99b99c39-4395-4291-9a63-bdf27af6f2ff,10,2a1a177e-047e-4271-adf5-63dea4ca55e4-10,2a1a177e-047e-4271-adf5-63dea4ca55e4,10,PART003-1,420,Each
99b99c39-4395-4291-9a63-bdf27af6f2ff-20,99b99c39-4395-4291-9a63-bdf27af6f2ff,20,2a1a177e-047e-4271-adf5-63dea4ca55e4-20,2a1a177e-047e-4271-adf5-63dea4ca55e4,20,PART003,90,Each
99b99c39-4395-4291-9a63-bdf27af6f2ff-30,99b99c39-4395-4291-9a63-bdf27af6f2ff,30,2a1a177e-047e-4271-adf5-63dea4ca55e4-30,2a1a177e-047e-4271-adf5-63dea4ca55e4,30,PART001,110,Each
ac79e45c-32dd-43d9-b7d9-df6bbf6f6618-10,ac79e45c-32dd-43d9-b7d9-df6bbf6f6618,10,2f10075f-9ada-430b-8378-82de9cc4b97d-10,2f10075f-9ada-430b-8378-82de9cc4b97d,10,PART006,280,Each
37611e1e-7d37-4df2-bdef-b943751a583e-10,37611e1e-7d37-4df2-bdef-b943751a583e,10,2f10075f-9ada-430b-8378-82de9cc4b97d-20,2f10075f-9ada-430b-8378-82de9cc4b97d,20,PART002,290,Each
49369b0b-0362-4691-aee9-12f2120ede1a-10,49369b0b-0362-4691-aee9-12f2120ede1a,10,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e-10,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e,10,PART003-3,450,Each
49369b0b-0362-4691-aee9-12f2120ede1a-20,49369b0b-0362-4691-aee9-12f2120ede1a,20,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e-20,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e,20,PART001,200,Each
49369b0b-0362-4691-aee9-12f2120ede1a-30,49369b0b-0362-4691-aee9-12f2120ede1a,30,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e-30,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e,30,PART002,370,Each
ab1f91a0-bf92-4171-962c-5c9e1508c7c1-10,ab1f91a0-bf92-4171-962c-5c9e1508c7c1,10,7017150b-ab1a-4be6-95f5-09ecc237612e-10,7017150b-ab1a-4be6-95f5-09ecc237612e,10,PART003,140,Each
9bbbfa81-6389-4398-a53c-656e2b650ab0-10,9bbbfa81-6389-4398-a53c-656e2b650ab0,10,5935d8de-2bb2-4423-976d-cfaa27bf4232-20,5935d8de-2bb2-4423-976d-cfaa27bf4232,20,PART003-3,320,Each
31fa74fc-d0df-40f5-a230-cb3f733404e0-10,31fa74fc-d0df-40f5-a230-cb3f733404e0,10,5935d8de-2bb2-4423-976d-cfaa27bf4232-10,5935d8de-2bb2-4423-976d-cfaa27bf4232,10,PART004,280,Each
7990a337-a434-4d93-b873-287fa174d95a-10,7990a337-a434-4d93-b873-287fa174d95a,10,591f9414-38b3-4470-b6ba-1108d4439475-10,591f9414-38b3-4470-b6ba-1108d4439475,10,PART003-2,70,Each
7990a337-a434-4d93-b873-287fa174d95a-20,7990a337-a434-4d93-b873-287fa174d95a,20,591f9414-38b3-4470-b6ba-1108d4439475-20,591f9414-38b3-4470-b6ba-1108d4439475,20,PART003-3,110,Each
7990a337-a434-4d93-b873-287fa174d95a-30,7990a337-a434-4d93-b873-287fa174d95a,30,591f9414-38b3-4470-b6ba-1108d4439475-30,591f9414-38b3-4470-b6ba-1108d4439475,30,PART002,60,Each
3e5aac44-cf46-4f90-a89e-be5b406a2d77-10,3e5aac44-cf46-4f90-a89e-be5b406a2d77,10,69366b66-2cb8-4682-80f1-e6bf15f0a75b-10,69366b66-2cb8-4682-80f1-e6bf15f0a75b,10,PART004,220,Each
3e5aac44-cf46-4f90-a89e-be5b406a2d77-20,3e5aac44-cf46-4f90-a89e-be5b406a2d77,20,69366b66-2cb8-4682-80f1-e6bf15f0a75b-20,69366b66-2cb8-4682-80f1-e6bf15f0a75b,20,PART006,440,Each
3e5aac44-cf46-4f90-a89e-be5b406a2d77-30,3e5aac44-cf46-4f90-a89e-be5b406a2d77,30,69366b66-2cb8-4682-80f1-e6bf15f0a75b-30,69366b66-2cb8-4682-80f1-e6bf15f0a75b,30,PART002,80,Each
f8367688-731f-4c35-ac63-edcb8b056618-10,f8367688-731f-4c35-ac63-edcb8b056618,10,52235c08-9c10-45f2-9fed-87abbf8975fe-20,52235c08-9c10-45f2-9fed-87abbf8975fe,20,PART003,250,Each
2312f263-c35a-4db4-8ad6-f02ae88271c2-10,2312f263-c35a-4db4-8ad6-f02ae88271c2,10,52235c08-9c10-45f2-9fed-87abbf8975fe-10,52235c08-9c10-45f2-9fed-87abbf8975fe,10,PART002,300,Each
04e46aa7-375d-41cc-b1fc-ecbba0857a29-10,04e46aa7-375d-41cc-b1fc-ecbba0857a29,10,985c1eab-593d-4499-8ace-a11aee83f62a-10,985c1eab-593d-4499-8ace-a11aee83f62a,10,PART003-3,260,Each
04e46aa7-375d-41cc-b1fc-ecbba0857a29-20,04e46aa7-375d-41cc-b1fc-ecbba0857a29,20,985c1eab-593d-4499-8ace-a11aee83f62a-20,985c1eab-593d-4499-8ace-a11aee83f62a,20,PART006,390,Each
04e46aa7-375d-41cc-b1fc-ecbba0857a29-30,04e46aa7-375d-41cc-b1fc-ecbba0857a29,30,985c1eab-593d-4499-8ace-a11aee83f62a-30,985c1eab-593d-4499-8ace-a11aee83f62a,30,PART002,50,Each
06373879-0909-4bd3-9079-cc068373be29-10,06373879-0909-4bd3-9079-cc068373be29,10,d163bee7-43ed-46d8-9869-2415ca998211-10,d163bee7-43ed-46d8-9869-2415ca998211,10,PART003,140,Each
06373879-0909-4bd3-9079-cc068373be29-20,06373879-0909-4bd3-9079-cc068373be29,20,d163bee7-43ed-46d8-9869-2415ca998211-20,d163bee7-43ed-46d8-9869-2415ca998211,20,PART001,140,Each
06373879-0909-4bd3-9079-cc068373be29-30,06373879-0909-4bd3-9079-cc068373be29,30,d163bee7-43ed-46d8-9869-2415ca998211-30,d163bee7-43ed-46d8-9869-2415ca998211,30,PART005,460,Each
8ce90471-4703-4fdb-93c4-171b2df303da-10,8ce90471-4703-4fdb-93c4-171b2df303da,10,c2a90bcf-74d7-49bb-89a2-4ea37a18961c-10,c2a90bcf-74d7-49bb-89a2-4ea37a18961c,10,PART004,49,Each
e031c981-307b-4f84-9f18-997784c6cd8c-10,e031c981-307b-4f84-9f18-997784c6cd8c,10,c2a90bcf-74d7-49bb-89a2-4ea37a18961c-10,c2a90bcf-74d7-49bb-89a2-4ea37a18961c,10,PART004,131,Each
409e0883-93f3-47f0-9b01-ac743c6ef50a-10,409e0883-93f3-47f0-9b01-ac743c6ef50a,10,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a-10,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a,10,PART003,180,Each
409e0883-93f3-47f0-9b01-ac743c6ef50a-20,409e0883-93f3-47f0-9b01-ac743c6ef50a,20,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a-20,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a,20,PART001,250,Each
409e0883-93f3-47f0-9b01-ac743c6ef50a-30,409e0883-93f3-47f0-9b01-ac743c6ef50a,30,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a-30,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a,30,PART003-3,150,Each
2b0b7046-103f-472b-b756-9089032a50a3-10,2b0b7046-103f-472b-b756-9089032a50a3,10,64870ab1-8c92-48d0-bc5c-f0bde355e676-10,64870ab1-8c92-48d0-bc5c-f0bde355e676,10,PART001,160,Each
b2276e85-7a64-44ad-b925-460fe1c6bba5-10,b2276e85-7a64-44ad-b925-460fe1c6bba5,10,c257d5e2-5bd6-44e3-b158-b9472dba74b4-10,c257d5e2-5bd6-44e3-b158-b9472dba74b4,10,PART004,460,Each
82e319f4-b092-48c5-8552-2e09eb7953ae-10,82e319f4-b092-48c5-8552-2e09eb7953ae,10,c257d5e2-5bd6-44e3-b158-b9472dba74b4-20,c257d5e2-5bd6-44e3-b158-b9472dba74b4,20,PART001,110,Each
82e319f4-b092-48c5-8552-2e09eb7953ae-20,82e319f4-b092-48c5-8552-2e09eb7953ae,20,c257d5e2-5bd6-44e3-b158-b9472dba74b4-30,c257d5e2-5bd6-44e3-b158-b9472dba74b4,30,PART006,430,Each
5774e45e-6bab-4fce-b1f9-e504ba046f3c-10,5774e45e-6bab-4fce-b1f9-e504ba046f3c,10,50e95ee6-58bc-4901-b477-1f7b15c8e578-10,50e95ee6-58bc-4901-b477-1f7b15c8e578,10,PART005,150,Each
9a851db8-38f2-4994-8aa9-f2a0cb2b4d3d-10,9a851db8-38f2-4994-8aa9-f2a0cb2b4d3d,10,19bd3a6f-51b3-4abd-beda-1900c55eeced-10,19bd3a6f-51b3-4abd-beda-1900c55eeced,10,PART003-3,90,Each
39041b96-6894-4edb-92bf-1e08d596a4d8-10,39041b96-6894-4edb-92bf-1e08d596a4d8,10,663ba959-8136-433d-8bfc-ca385ababace-10,663ba959-8136-433d-8bfc-ca385ababace,10,PART004,67,Each
0d9cfab1-bbdf-4ea6-8145-823d61356c8f-10,0d9cfab1-bbdf-4ea6-8145-823d61356c8f,10,663ba959-8136-433d-8bfc-ca385ababace-10,663ba959-8136-433d-8bfc-ca385ababace,10,PART004,73,Each
0f5c2ae2-5d8d-4f48-91ba-c53fd3991ff9-10,0f5c2ae2-5d8d-4f48-91ba-c53fd3991ff9,10,97450f71-c74d-4f7f-9091-9a39f2acc023-10,97450f71-c74d-4f7f-9091-9a39f2acc023,10,PART001,380,Each
0f5c2ae2-5d8d-4f48-91ba-c53fd3991ff9-20,0f5c2ae2-5d8d-4f48-91ba-c53fd3991ff9,20,97450f71-c74d-4f7f-9091-9a39f2acc023-20,97450f71-c74d-4f7f-9091-9a39f2acc023,20,PART002,420,Each
0f5c2ae2-5d8d-4f48-91ba-c53fd3991ff9-30,0f5c2ae2-5d8d-4f48-91ba-c53fd3991ff9,30,97450f71-c74d-4f7f-9091-9a39f2acc023-30,97450f71-c74d-4f7f-9091-9a39f2acc023,30,PART003-3,320,Each
a1b1cc87-5dc9-4969-99a1-96a928d742ed-10,a1b1cc87-5dc9-4969-99a1-96a928d742ed,10,c0726f6a-1896-490a-8bf3-d697b1c41d6c-10,c0726f6a-1896-490a-8bf3-d697b1c41d6c,10,PART005,360,Each
8059ae08-f796-439f-bc32-5df4788f51da-10,8059ae08-f796-439f-bc32-5df4788f51da,10,50c755c7-fce5-422d-9cfe-77b32e702b01-10,50c755c7-fce5-422d-9cfe-77b32e702b01,10,PART004,450,Each
cedb5613-7f98-4ae7-b702-d29bbed1ec72-10,cedb5613-7f98-4ae7-b702-d29bbed1ec72,10,50c755c7-fce5-422d-9cfe-77b32e702b01-20,50c755c7-fce5-422d-9cfe-77b32e702b01,20,PART003,350,Each
cedb5613-7f98-4ae7-b702-d29bbed1ec72-20,cedb5613-7f98-4ae7-b702-d29bbed1ec72,20,50c755c7-fce5-422d-9cfe-77b32e702b01-30,50c755c7-fce5-422d-9cfe-77b32e702b01,30,PART005,390,Each
3e954b47-1905-4730-b000-5ae0813cc3ec-10,3e954b47-1905-4730-b000-5ae0813cc3ec,10,71b7fa0b-ade8-4690-920c-b272e9ac6e8a-10,71b7fa0b-ade8-4690-920c-b272e9ac6e8a,10,PART003-3,250,Each
3e954b47-1905-4730-b000-5ae0813cc3ec-20,3e954b47-1905-4730-b000-5ae0813cc3ec,20,71b7fa0b-ade8-4690-920c-b272e9ac6e8a-20,71b7fa0b-ade8-4690-920c-b272e9ac6e8a,20,PART006,380,Each
ac339406-753a-4906-b4af-4e24fc60f6fd-10,ac339406-753a-4906-b4af-4e24fc60f6fd,10,52bbc04c-627d-46a5-8692-0c634ac619fa-10,52bbc04c-627d-46a5-8692-0c634ac619fa,10,PART006,330,Each
ac339406-753a-4906-b4af-4e24fc60f6fd-20,ac339406-753a-4906-b4af-4e24fc60f6fd,20,52bbc04c-627d-46a5-8692-0c634ac619fa-20,52bbc04c-627d-46a5-8692-0c634ac619fa,20,PART003-2,380,Each
ac339406-753a-4906-b4af-4e24fc60f6fd-30,ac339406-753a-4906-b4af-4e24fc60f6fd,30,52bbc04c-627d-46a5-8692-0c634ac619fa-30,52bbc04c-627d-46a5-8692-0c634ac619fa,30,PART003-1,340,Each
02b20f2a-ff2d-48ff-a1f2-d10193a5800b-10,02b20f2a-ff2d-48ff-a1f2-d10193a5800b,10,7e436303-967b-4125-89aa-0f642a23211e-20,7e436303-967b-4125-89aa-0f642a23211e,20,PART003,50,Each
4fb18f98-d2c0-42ec-a320-dfd5c9f45aa3-10,4fb18f98-d2c0-42ec-a320-dfd5c9f45aa3,10,7e436303-967b-4125-89aa-0f642a23211e-10,7e436303-967b-4125-89aa-0f642a23211e,10,PART003-3,330,Each
c922cc74-8b88-490a-8650-501f4d6a09a6-10,c922cc74-8b88-490a-8650-501f4d6a09a6,10,cbc8844c-c83e-4611-a8ec-31524c565f4a-10,cbc8844c-c83e-4611-a8ec-31524c565f4a,10,PART004,360,Each
fc3792d6-fa52-4b03-998d-d02beebd79ad-10,fc3792d6-fa52-4b03-998d-d02beebd79ad,10,82903178-cd6d-4793-bb51-94b971732ff4-10,82903178-cd6d-4793-bb51-94b971732ff4,10,PART004,120,Each
bda99847-747b-49af-b4a8-b19a73d03136-10,bda99847-747b-49af-b4a8-b19a73d03136,10,3e12fe9c-10e9-4975-a6a0-99ef257a4fdb-10,3e12fe9c-10e9-4975-a6a0-99ef257a4fdb,10,PART005,260,Each
82ebaf78-2db7-4745-806a-589498eba916-10,82ebaf78-2db7-4745-806a-589498eba916,10,3e12fe9c-10e9-4975-a6a0-99ef257a4fdb-20,3e12fe9c-10e9-4975-a6a0-99ef257a4fdb,20,PART004,120,Each
1cb19e39-6900-4f43-9957-7d42228d5af8-10,1cb19e39-6900-4f43-9957-7d42228d5af8,10,16f749ce-72e3-4b2c-bc7c-19018baf8172-10,16f749ce-72e3-4b2c-bc7c-19018baf8172,10,PART003,260,Each
1cb19e39-6900-4f43-9957-7d42228d5af8-20,1cb19e39-6900-4f43-9957-7d42228d5af8,20,16f749ce-72e3-4b2c-bc7c-19018baf8172-20,16f749ce-72e3-4b2c-bc7c-19018baf8172,20,PART003-3,390,Each
1cb19e39-6900-4f43-9957-7d42228d5af8-30,1cb19e39-6900-4f43-9957-7d42228d5af8,30,16f749ce-72e3-4b2c-bc7c-19018baf8172-30,16f749ce-72e3-4b2c-bc7c-19018baf8172,30,PART004,150,Each
7b16fcb2-63ae-4c50-b6c9-dd02c5778cec-10,7b16fcb2-63ae-4c50-b6c9-dd02c5778cec,10,332abc38-63d1-41dd-aee1-6d35f8c25c34-10,332abc38-63d1-41dd-aee1-6d35f8c25c34,10,PART005,470,Each
9ee4b541-921c-4385-aba2-587af0191eac-10,9ee4b541-921c-4385-aba2-587af0191eac,10,560b8118-0fa5-473e-ac9a-3ecc32c70f95-30,560b8118-0fa5-473e-ac9a-3ecc32c70f95,30,PART003,250,Each
186ad005-ba87-4e03-868f-9b8225472c4c-10,186ad005-ba87-4e03-868f-9b8225472c4c,10,560b8118-0fa5-473e-ac9a-3ecc32c70f95-10,560b8118-0fa5-473e-ac9a-3ecc32c70f95,10,PART002,60,Each
186ad005-ba87-4e03-868f-9b8225472c4c-20,186ad005-ba87-4e03-868f-9b8225472c4c,20,560b8118-0fa5-473e-ac9a-3ecc32c70f95-20,560b8118-0fa5-473e-ac9a-3ecc32c70f95,20,PART003-2,330,Each
4e25e8ed-dfe4-49e6-9ba6-2097bbca59e3-10,4e25e8ed-dfe4-49e6-9ba6-2097bbca59e3,10,fce9d68a-2ecd-4a32-9b46-95ef34b65d79-10,fce9d68a-2ecd-4a32-9b46-95ef34b65d79,10,PART003-3,130,Each
4680478e-68f9-4e06-b6be-8d824db4ddc1-10,4680478e-68f9-4e06-b6be-8d824db4ddc1,10,8b6f3d7b-f35b-4352-944c-94f03b122d10-10,8b6f3d7b-f35b-4352-944c-94f03b122d10,10,PART005,360,Each
c19db014-1401-4b92-8e33-d8543776e837-10,c19db014-1401-4b92-8e33-d8543776e837,10,43a47653-cc92-4810-aa00-b099da3527f7-10,43a47653-cc92-4810-aa00-b099da3527f7,10,PART005,94,Each
2cced80b-5c3f-4989-91d5-388d730300e2-10,2cced80b-5c3f-4989-91d5-388d730300e2,10,43a47653-cc92-4810-aa00-b099da3527f7-10,43a47653-cc92-4810-aa00-b099da3527f7,10,PART005,146,Each
4c94d526-dca3-49e6-b8a1-af90e60640a0-10,4c94d526-dca3-49e6-b8a1-af90e60640a0,10,58f5737f-59a9-40a8-a219-02e28513591b-10,58f5737f-59a9-40a8-a219-02e28513591b,10,PART004,80,Each
4c94d526-dca3-49e6-b8a1-af90e60640a0-20,4c94d526-dca3-49e6-b8a1-af90e60640a0,20,58f5737f-59a9-40a8-a219-02e28513591b-20,58f5737f-59a9-40a8-a219-02e28513591b,20,PART001,430,Each
567d28f5-96e2-4939-b924-f10034e76c02-10,567d28f5-96e2-4939-b924-f10034e76c02,10,1afdd7fa-8bef-476b-9879-5b9645ef442e-10,1afdd7fa-8bef-476b-9879-5b9645ef442e,10,PART003-2,380,Each
567d28f5-96e2-4939-b924-f10034e76c02-20,567d28f5-96e2-4939-b924-f10034e76c02,20,1afdd7fa-8bef-476b-9879-5b9645ef442e-20,1afdd7fa-8bef-476b-9879-5b9645ef442e,20,PART003-1,290,Each
567d28f5-96e2-4939-b924-f10034e76c02-30,567d28f5-96e2-4939-b924-f10034e76c02,30,1afdd7fa-8bef-476b-9879-5b9645ef442e-30,1afdd7fa-8bef-476b-9879-5b9645ef442e,30,PART003-3,270,Each
33d117bf-2065-43b7-95d4-f2933410807d-10,33d117bf-2065-43b7-95d4-f2933410807d,10,8d34b4b3-8336-4226-a143-078f84af79fe-10,8d34b4b3-8336-4226-a143-078f84af79fe,10,PART003-2,340,Each
882b6a90-9c67-4d59-a80d-1098e603316e-10,882b6a90-9c67-4d59-a80d-1098e603316e,10,8d34b4b3-8336-4226-a143-078f84af79fe-20,8d34b4b3-8336-4226-a143-078f84af79fe,20,PART004,200,Each
48cfc55b-9ae1-45ee-a20d-22efc80af13f-10,48cfc55b-9ae1-45ee-a20d-22efc80af13f,10,7346ff75-b381-4711-8895-298b98f9ccee-10,7346ff75-b381-4711-8895-298b98f9ccee,10,PART004,250,Each
