ID,purchaseOrderId,lineNumber,ProductId,Quantity,unitOfMeasure,Status,Value,valueCurrency
a68a4ec3-1a62-4d43-82ec-d57534ebb8f7-10,a68a4ec3-1a62-4d43-82ec-d57534ebb8f7,10,PART003-1,230,Each,Active,23000,USD
a68a4ec3-1a62-4d43-82ec-d57534ebb8f7-20,a68a4ec3-1a62-4d43-82ec-d57534ebb8f7,20,PART003-3,200,Each,Active,40000,USD
f602c502-7873-4ae2-beff-66ddf940ef35-10,f602c502-7873-4ae2-beff-66ddf940ef35,10,PART001,360,Each,Active,81000,USD
f602c502-7873-4ae2-beff-66ddf940ef35-20,f602c502-7873-4ae2-beff-66ddf940ef35,20,PART003,300,Each,Active,45000,USD
f602c502-7873-4ae2-beff-66ddf940ef35-30,f602c502-7873-4ae2-beff-66ddf940ef35,30,PART004,280,Each,Active,49000,USD
0a8d55ef-eef6-40fb-a823-0742e2fb2a99-10,0a8d55ef-eef6-40fb-a823-0742e2fb2a99,10,PART002,250,Each,Active,18750,USD
0a8d55ef-eef6-40fb-a823-0742e2fb2a99-20,0a8d55ef-eef6-40fb-a823-0742e2fb2a99,20,PART003,310,Each,Active,46500,USD
0a8d55ef-eef6-40fb-a823-0742e2fb2a99-30,0a8d55ef-eef6-40fb-a823-0742e2fb2a99,30,PART003-3,430,Each,Active,86000,USD
1f1e759c-5a21-43ee-8366-8bf473fb3586-10,1f1e759c-5a21-43ee-8366-8bf473fb3586,10,PART003,360,Each,Active,54000,USD
4d54f247-d016-4634-bae0-1c171bdf5910-10,4d54f247-d016-4634-bae0-1c171bdf5910,10,PART001,170,Each,Active,38250,USD
10e18124-3d50-43b1-b29b-856067967175-10,10e18124-3d50-43b1-b29b-856067967175,10,PART001,280,Each,Active,63000,USD
10e18124-3d50-43b1-b29b-856067967175-20,10e18124-3d50-43b1-b29b-856067967175,20,PART003,210,Each,Active,31500,USD
4224fba7-cf07-464b-a074-b5ccc851862f-10,4224fba7-cf07-464b-a074-b5ccc851862f,10,PART004,140,Each,Active,24500,USD
ba19b1bd-a988-46ab-8147-38203e2955f1-10,ba19b1bd-a988-46ab-8147-38203e2955f1,10,PART003,500,Each,Active,75000,USD
ba19b1bd-a988-46ab-8147-38203e2955f1-20,ba19b1bd-a988-46ab-8147-38203e2955f1,20,PART005,350,Each,Active,52500,USD
ba19b1bd-a988-46ab-8147-38203e2955f1-30,ba19b1bd-a988-46ab-8147-38203e2955f1,30,PART003-1,90,Each,Active,9000,USD
bf8e2561-551d-4be2-b70f-0e2475de91ee-10,bf8e2561-551d-4be2-b70f-0e2475de91ee,10,PART002,190,Each,Active,14250,USD
508d73a7-cb50-472c-bf9a-58394a478115-10,508d73a7-cb50-472c-bf9a-58394a478115,10,PART001,60,Each,Active,13500,USD
508d73a7-cb50-472c-bf9a-58394a478115-20,508d73a7-cb50-472c-bf9a-58394a478115,20,PART005,200,Each,Active,30000,USD
508d73a7-cb50-472c-bf9a-58394a478115-30,508d73a7-cb50-472c-bf9a-58394a478115,30,PART003,140,Each,Active,21000,USD
1e9ce0b6-a120-4f54-800a-8fe728ba73f7-10,1e9ce0b6-a120-4f54-800a-8fe728ba73f7,10,PART002,50,Each,Active,3750,USD
97e84aea-04e9-4a35-9f70-971405240450-10,97e84aea-04e9-4a35-9f70-971405240450,10,PART001,140,Each,Active,31500,USD
97e84aea-04e9-4a35-9f70-971405240450-20,97e84aea-04e9-4a35-9f70-971405240450,20,PART006,220,Each,Active,44000,USD
97e84aea-04e9-4a35-9f70-971405240450-30,97e84aea-04e9-4a35-9f70-971405240450,30,PART002,340,Each,Active,25500,USD
11f4e25b-a5a2-4f0d-9ded-7d74a01efd43-10,11f4e25b-a5a2-4f0d-9ded-7d74a01efd43,10,PART005,430,Each,Active,64500,USD
bff5e0d4-3429-4266-9d5e-85518e1b746a-10,bff5e0d4-3429-4266-9d5e-85518e1b746a,10,PART003-3,100,Each,Active,20000,USD
bff5e0d4-3429-4266-9d5e-85518e1b746a-20,bff5e0d4-3429-4266-9d5e-85518e1b746a,20,PART003-2,330,Each,Active,49500,USD
bff5e0d4-3429-4266-9d5e-85518e1b746a-30,bff5e0d4-3429-4266-9d5e-85518e1b746a,30,PART001,290,Each,Active,65250,USD
ebf0276a-96cb-4466-9f6c-fcec8ed38be5-10,ebf0276a-96cb-4466-9f6c-fcec8ed38be5,10,PART003-2,60,Each,Active,9000,USD
ebf0276a-96cb-4466-9f6c-fcec8ed38be5-20,ebf0276a-96cb-4466-9f6c-fcec8ed38be5,20,PART006,480,Each,Active,96000,USD
9762755c-5c4e-477c-a738-e435154d1331-10,9762755c-5c4e-477c-a738-e435154d1331,10,PART004,140,Each,Active,24500,USD
9762755c-5c4e-477c-a738-e435154d1331-20,9762755c-5c4e-477c-a738-e435154d1331,20,PART003-1,280,Each,Active,28000,USD
9762755c-5c4e-477c-a738-e435154d1331-30,9762755c-5c4e-477c-a738-e435154d1331,30,PART002,340,Each,Active,25500,USD
e90e9068-7ea3-4178-a138-746709acc101-10,e90e9068-7ea3-4178-a138-746709acc101,10,PART004,380,Each,Active,66500,USD
e90e9068-7ea3-4178-a138-746709acc101-20,e90e9068-7ea3-4178-a138-746709acc101,20,PART006,190,Each,Active,38000,USD
d5620e33-d7c9-4a2c-9396-8705701daa9e-10,d5620e33-d7c9-4a2c-9396-8705701daa9e,10,PART001,190,Each,Active,42750,USD
d5620e33-d7c9-4a2c-9396-8705701daa9e-20,d5620e33-d7c9-4a2c-9396-8705701daa9e,20,PART002,360,Each,Active,27000,USD
2a1a177e-047e-4271-adf5-63dea4ca55e4-10,2a1a177e-047e-4271-adf5-63dea4ca55e4,10,PART003-1,420,Each,Active,42000,USD
2a1a177e-047e-4271-adf5-63dea4ca55e4-20,2a1a177e-047e-4271-adf5-63dea4ca55e4,20,PART003,90,Each,Active,13500,USD
2a1a177e-047e-4271-adf5-63dea4ca55e4-30,2a1a177e-047e-4271-adf5-63dea4ca55e4,30,PART001,110,Each,Active,24750,USD
2f10075f-9ada-430b-8378-82de9cc4b97d-10,2f10075f-9ada-430b-8378-82de9cc4b97d,10,PART006,280,Each,Active,56000,USD
2f10075f-9ada-430b-8378-82de9cc4b97d-20,2f10075f-9ada-430b-8378-82de9cc4b97d,20,PART002,290,Each,Active,21750,USD
4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e-10,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e,10,PART003-3,450,Each,Active,90000,USD
4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e-20,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e,20,PART001,200,Each,Active,45000,USD
4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e-30,4cd93e5a-c78d-4ef6-9413-b6c1a9d1783e,30,PART002,370,Each,Active,27750,USD
7017150b-ab1a-4be6-95f5-09ecc237612e-10,7017150b-ab1a-4be6-95f5-09ecc237612e,10,PART003,140,Each,Active,21000,USD
5935d8de-2bb2-4423-976d-cfaa27bf4232-10,5935d8de-2bb2-4423-976d-cfaa27bf4232,10,PART004,280,Each,Active,49000,USD
5935d8de-2bb2-4423-976d-cfaa27bf4232-20,5935d8de-2bb2-4423-976d-cfaa27bf4232,20,PART003-3,320,Each,Active,64000,USD
591f9414-38b3-4470-b6ba-1108d4439475-10,591f9414-38b3-4470-b6ba-1108d4439475,10,PART003-2,70,Each,Active,10500,USD
591f9414-38b3-4470-b6ba-1108d4439475-20,591f9414-38b3-4470-b6ba-1108d4439475,20,PART003-3,110,Each,Active,22000,USD
591f9414-38b3-4470-b6ba-1108d4439475-30,591f9414-38b3-4470-b6ba-1108d4439475,30,PART002,60,Each,Active,4500,USD
69366b66-2cb8-4682-80f1-e6bf15f0a75b-10,69366b66-2cb8-4682-80f1-e6bf15f0a75b,10,PART004,220,Each,Active,38500,USD
69366b66-2cb8-4682-80f1-e6bf15f0a75b-20,69366b66-2cb8-4682-80f1-e6bf15f0a75b,20,PART006,440,Each,Active,88000,USD
69366b66-2cb8-4682-80f1-e6bf15f0a75b-30,69366b66-2cb8-4682-80f1-e6bf15f0a75b,30,PART002,80,Each,Active,6000,USD
52235c08-9c10-45f2-9fed-87abbf8975fe-10,52235c08-9c10-45f2-9fed-87abbf8975fe,10,PART002,300,Each,Active,22500,USD
52235c08-9c10-45f2-9fed-87abbf8975fe-20,52235c08-9c10-45f2-9fed-87abbf8975fe,20,PART003,250,Each,Active,37500,USD
985c1eab-593d-4499-8ace-a11aee83f62a-10,985c1eab-593d-4499-8ace-a11aee83f62a,10,PART003-3,260,Each,Active,52000,USD
985c1eab-593d-4499-8ace-a11aee83f62a-20,985c1eab-593d-4499-8ace-a11aee83f62a,20,PART006,390,Each,Active,78000,USD
985c1eab-593d-4499-8ace-a11aee83f62a-30,985c1eab-593d-4499-8ace-a11aee83f62a,30,PART002,50,Each,Active,3750,USD
d163bee7-43ed-46d8-9869-2415ca998211-10,d163bee7-43ed-46d8-9869-2415ca998211,10,PART003,140,Each,Active,21000,USD
d163bee7-43ed-46d8-9869-2415ca998211-20,d163bee7-43ed-46d8-9869-2415ca998211,20,PART001,140,Each,Active,31500,USD
d163bee7-43ed-46d8-9869-2415ca998211-30,d163bee7-43ed-46d8-9869-2415ca998211,30,PART005,460,Each,Active,69000,USD
c2a90bcf-74d7-49bb-89a2-4ea37a18961c-10,c2a90bcf-74d7-49bb-89a2-4ea37a18961c,10,PART004,180,Each,Active,31500,USD
24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a-10,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a,10,PART003,180,Each,Active,27000,USD
24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a-20,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a,20,PART001,250,Each,Active,56250,USD
24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a-30,24a73b09-aaa0-48bd-ac3b-e7d39f8dab5a,30,PART003-3,150,Each,Active,30000,USD
64870ab1-8c92-48d0-bc5c-f0bde355e676-10,64870ab1-8c92-48d0-bc5c-f0bde355e676,10,PART001,160,Each,Active,36000,USD
c257d5e2-5bd6-44e3-b158-b9472dba74b4-10,c257d5e2-5bd6-44e3-b158-b9472dba74b4,10,PART004,460,Each,Active,80500,USD
c257d5e2-5bd6-44e3-b158-b9472dba74b4-20,c257d5e2-5bd6-44e3-b158-b9472dba74b4,20,PART001,110,Each,Active,24750,USD
c257d5e2-5bd6-44e3-b158-b9472dba74b4-30,c257d5e2-5bd6-44e3-b158-b9472dba74b4,30,PART006,430,Each,Active,86000,USD
50e95ee6-58bc-4901-b477-1f7b15c8e578-10,50e95ee6-58bc-4901-b477-1f7b15c8e578,10,PART005,150,Each,Active,22500,USD
19bd3a6f-51b3-4abd-beda-1900c55eeced-10,19bd3a6f-51b3-4abd-beda-1900c55eeced,10,PART003-3,90,Each,Active,18000,USD
663ba959-8136-433d-8bfc-ca385ababace-10,663ba959-8136-433d-8bfc-ca385ababace,10,PART004,140,Each,Active,24500,USD
97450f71-c74d-4f7f-9091-9a39f2acc023-10,97450f71-c74d-4f7f-9091-9a39f2acc023,10,PART001,380,Each,Active,85500,USD
97450f71-c74d-4f7f-9091-9a39f2acc023-20,97450f71-c74d-4f7f-9091-9a39f2acc023,20,PART002,420,Each,Active,31500,USD
97450f71-c74d-4f7f-9091-9a39f2acc023-30,97450f71-c74d-4f7f-9091-9a39f2acc023,30,PART003-3,320,Each,Active,64000,USD
c0726f6a-1896-490a-8bf3-d697b1c41d6c-10,c0726f6a-1896-490a-8bf3-d697b1c41d6c,10,PART005,360,Each,Active,54000,USD
50c755c7-fce5-422d-9cfe-77b32e702b01-10,50c755c7-fce5-422d-9cfe-77b32e702b01,10,PART004,450,Each,Active,78750,USD
50c755c7-fce5-422d-9cfe-77b32e702b01-20,50c755c7-fce5-422d-9cfe-77b32e702b01,20,PART003,350,Each,Active,52500,USD
50c755c7-fce5-422d-9cfe-77b32e702b01-30,50c755c7-fce5-422d-9cfe-77b32e702b01,30,PART005,390,Each,Active,58500,USD
71b7fa0b-ade8-4690-920c-b272e9ac6e8a-10,71b7fa0b-ade8-4690-920c-b272e9ac6e8a,10,PART003-3,250,Each,Active,50000,USD
71b7fa0b-ade8-4690-920c-b272e9ac6e8a-20,71b7fa0b-ade8-4690-920c-b272e9ac6e8a,20,PART006,380,Each,Active,76000,USD
52bbc04c-627d-46a5-8692-0c634ac619fa-10,52bbc04c-627d-46a5-8692-0c634ac619fa,10,PART006,330,Each,Active,66000,USD
52bbc04c-627d-46a5-8692-0c634ac619fa-20,52bbc04c-627d-46a5-8692-0c634ac619fa,20,PART003-2,380,Each,Active,57000,USD
52bbc04c-627d-46a5-8692-0c634ac619fa-30,52bbc04c-627d-46a5-8692-0c634ac619fa,30,PART003-1,340,Each,Active,34000,USD
7e436303-967b-4125-89aa-0f642a23211e-10,7e436303-967b-4125-89aa-0f642a23211e,10,PART003-3,330,Each,Active,66000,USD
7e436303-967b-4125-89aa-0f642a23211e-20,7e436303-967b-4125-89aa-0f642a23211e,20,PART003,50,Each,Active,7500,USD
cbc8844c-c83e-4611-a8ec-31524c565f4a-10,cbc8844c-c83e-4611-a8ec-31524c565f4a,10,PART004,360,Each,Active,63000,USD
82903178-cd6d-4793-bb51-94b971732ff4-10,82903178-cd6d-4793-bb51-94b971732ff4,10,PART004,120,Each,Active,21000,USD
3e12fe9c-10e9-4975-a6a0-99ef257a4fdb-10,3e12fe9c-10e9-4975-a6a0-99ef257a4fdb,10,PART005,260,Each,Active,39000,USD
3e12fe9c-10e9-4975-a6a0-99ef257a4fdb-20,3e12fe9c-10e9-4975-a6a0-99ef257a4fdb,20,PART004,120,Each,Active,21000,USD
16f749ce-72e3-4b2c-bc7c-19018baf8172-10,16f749ce-72e3-4b2c-bc7c-19018baf8172,10,PART003,260,Each,Active,39000,USD
16f749ce-72e3-4b2c-bc7c-19018baf8172-20,16f749ce-72e3-4b2c-bc7c-19018baf8172,20,PART003-3,390,Each,Active,78000,USD
16f749ce-72e3-4b2c-bc7c-19018baf8172-30,16f749ce-72e3-4b2c-bc7c-19018baf8172,30,PART004,150,Each,Active,26250,USD
332abc38-63d1-41dd-aee1-6d35f8c25c34-10,332abc38-63d1-41dd-aee1-6d35f8c25c34,10,PART005,470,Each,Active,70500,USD
560b8118-0fa5-473e-ac9a-3ecc32c70f95-10,560b8118-0fa5-473e-ac9a-3ecc32c70f95,10,PART002,60,Each,Active,4500,USD
560b8118-0fa5-473e-ac9a-3ecc32c70f95-20,560b8118-0fa5-473e-ac9a-3ecc32c70f95,20,PART003-2,330,Each,Active,49500,USD
560b8118-0fa5-473e-ac9a-3ecc32c70f95-30,560b8118-0fa5-473e-ac9a-3ecc32c70f95,30,PART003,250,Each,Active,37500,USD
fce9d68a-2ecd-4a32-9b46-95ef34b65d79-10,fce9d68a-2ecd-4a32-9b46-95ef34b65d79,10,PART003-3,130,Each,Active,26000,USD
8b6f3d7b-f35b-4352-944c-94f03b122d10-10,8b6f3d7b-f35b-4352-944c-94f03b122d10,10,PART005,360,Each,Active,54000,USD
43a47653-cc92-4810-aa00-b099da3527f7-10,43a47653-cc92-4810-aa00-b099da3527f7,10,PART005,240,Each,Active,36000,USD
58f5737f-59a9-40a8-a219-02e28513591b-10,58f5737f-59a9-40a8-a219-02e28513591b,10,PART004,80,Each,Active,14000,USD
58f5737f-59a9-40a8-a219-02e28513591b-20,58f5737f-59a9-40a8-a219-02e28513591b,20,PART001,430,Each,Active,96750,USD
1afdd7fa-8bef-476b-9879-5b9645ef442e-10,1afdd7fa-8bef-476b-9879-5b9645ef442e,10,PART003-2,380,Each,Active,57000,USD
1afdd7fa-8bef-476b-9879-5b9645ef442e-20,1afdd7fa-8bef-476b-9879-5b9645ef442e,20,PART003-1,290,Each,Active,29000,USD
1afdd7fa-8bef-476b-9879-5b9645ef442e-30,1afdd7fa-8bef-476b-9879-5b9645ef442e,30,PART003-3,270,Each,Active,54000,USD
8d34b4b3-8336-4226-a143-078f84af79fe-10,8d34b4b3-8336-4226-a143-078f84af79fe,10,PART003-2,340,Each,Active,51000,USD
8d34b4b3-8336-4226-a143-078f84af79fe-20,8d34b4b3-8336-4226-a143-078f84af79fe,20,PART004,200,Each,Active,35000,USD
7346ff75-b381-4711-8895-298b98f9ccee-10,7346ff75-b381-4711-8895-298b98f9ccee,10,PART004,250,Each,Active,43750,USD
7346ff75-b381-4711-8895-298b98f9ccee-20,7346ff75-b381-4711-8895-298b98f9ccee,20,PART003-2,320,Each,Active,48000,USD
7346ff75-b381-4711-8895-298b98f9ccee-30,7346ff75-b381-4711-8895-298b98f9ccee,30,PART006,80,Each,Active,16000,USD
37dd9369-c62f-483c-8cf6-c1f018cfb934-10,37dd9369-c62f-483c-8cf6-c1f018cfb934,10,PART006,290,Each,Active,58000,USD
37dd9369-c62f-483c-8cf6-c1f018cfb934-20,37dd9369-c62f-483c-8cf6-c1f018cfb934,20,PART003-3,230,Each,Active,46000,USD
37dd9369-c62f-483c-8cf6-c1f018cfb934-30,37dd9369-c62f-483c-8cf6-c1f018cfb934,30,PART005,230,Each,Active,34500,USD
ddc4d4ae-c677-493d-9901-6797c65b071f-10,ddc4d4ae-c677-493d-9901-6797c65b071f,10,PART002,330,Each,Active,24750,USD
ddc4d4ae-c677-493d-9901-6797c65b071f-20,ddc4d4ae-c677-493d-9901-6797c65b071f,20,PART003-1,180,Each,Active,18000,USD
ddc4d4ae-c677-493d-9901-6797c65b071f-30,ddc4d4ae-c677-493d-9901-6797c65b071f,30,PART005,390,Each,Active,58500,USD
939aa4c1-1b33-4007-b58f-4f041eca0f2d-10,939aa4c1-1b33-4007-b58f-4f041eca0f2d,10,PART005,440,Each,Active,66000,USD
939aa4c1-1b33-4007-b58f-4f041eca0f2d-20,939aa4c1-1b33-4007-b58f-4f041eca0f2d,20,PART003-3,300,Each,Active,60000,USD
a473e379-5901-4a3d-926b-20ec4791d10f-10,a473e379-5901-4a3d-926b-20ec4791d10f,10,PART004,480,Each,Active,84000,USD
a473e379-5901-4a3d-926b-20ec4791d10f-20,a473e379-5901-4a3d-926b-20ec4791d10f,20,PART006,230,Each,Active,46000,USD
a473e379-5901-4a3d-926b-20ec4791d10f-30,a473e379-5901-4a3d-926b-20ec4791d10f,30,PART001,180,Each,Active,40500,USD
3423e81b-d829-4e72-9d83-dca91a32f14f-10,3423e81b-d829-4e72-9d83-dca91a32f14f,10,PART005,150,Each,Active,22500,USD
3423e81b-d829-4e72-9d83-dca91a32f14f-20,3423e81b-d829-4e72-9d83-dca91a32f14f,20,PART001,370,Each,Active,83250,USD
3423e81b-d829-4e72-9d83-dca91a32f14f-30,3423e81b-d829-4e72-9d83-dca91a32f14f,30,PART004,450,Each,Active,78750,USD
b60fd33c-3cd3-46cd-984b-01b1d7055c11-10,b60fd33c-3cd3-46cd-984b-01b1d7055c11,10,PART002,300,Each,Active,22500,USD
b60fd33c-3cd3-46cd-984b-01b1d7055c11-20,b60fd33c-3cd3-46cd-984b-01b1d7055c11,20,PART003-1,340,Each,Active,34000,USD
8b2abcd0-d62d-44d3-b1f0-f9980fcd90be-10,8b2abcd0-d62d-44d3-b1f0-f9980fcd90be,10,PART003-3,100,Each,Active,20000,USD
f4db9f9e-4a1d-4f84-8cfc-f51b82efaba6-10,f4db9f9e-4a1d-4f84-8cfc-f51b82efaba6,10,PART003-1,460,Each,Active,46000,USD
f4db9f9e-4a1d-4f84-8cfc-f51b82efaba6-20,f4db9f9e-4a1d-4f84-8cfc-f51b82efaba6,20,PART002,210,Each,Active,15750,USD
f4db9f9e-4a1d-4f84-8cfc-f51b82efaba6-30,f4db9f9e-4a1d-4f84-8cfc-f51b82efaba6,30,PART005,110,Each,Active,16500,USD
ab840a0e-fd7b-4807-b729-007b2c7eb54b-10,ab840a0e-fd7b-4807-b729-007b2c7eb54b,10,PART006,470,Each,Active,94000,USD
ab840a0e-fd7b-4807-b729-007b2c7eb54b-20,ab840a0e-fd7b-4807-b729-007b2c7eb54b,20,PART004,260,Each,Active,45500,USD
0a7cf919-4236-4488-ba9c-4537fa5c8820-10,0a7cf919-4236-4488-ba9c-4537fa5c8820,10,PART005,390,Each,Active,58500,USD
0a7cf919-4236-4488-ba9c-4537fa5c8820-20,0a7cf919-4236-4488-ba9c-4537fa5c8820,20,PART006,190,Each,Active,38000,USD
0a7cf919-4236-4488-ba9c-4537fa5c8820-30,0a7cf919-4236-4488-ba9c-4537fa5c8820,30,PART001,430,Each,Active,96750,USD
a7417e31-21e0-4701-956d-4fdca578f076-10,a7417e31-21e0-4701-956d-4fdca578f076,10,PART002,340,Each,Active,25500,USD
a7417e31-21e0-4701-956d-4fdca578f076-20,a7417e31-21e0-4701-956d-4fdca578f076,20,PART003-1,230,Each,Active,23000,USD
1748d47a-b439-4512-b736-237ecf8bfca6-10,1748d47a-b439-4512-b736-237ecf8bfca6,10,PART003-2,330,Each,Active,49500,USD
1748d47a-b439-4512-b736-237ecf8bfca6-20,1748d47a-b439-4512-b736-237ecf8bfca6,20,PART004,170,Each,Active,29750,USD
1748d47a-b439-4512-b736-237ecf8bfca6-30,1748d47a-b439-4512-b736-237ecf8bfca6,30,PART003,490,Each,Active,73500,USD
66b3bd50-1b85-45ed-970d-a67db1467ab3-10,66b3bd50-1b85-45ed-970d-a67db1467ab3,10,PART003-1,220,Each,Active,22000,USD
66b3bd50-1b85-45ed-970d-a67db1467ab3-20,66b3bd50-1b85-45ed-970d-a67db1467ab3,20,PART004,240,Each,Active,42000,USD
66b3bd50-1b85-45ed-970d-a67db1467ab3-30,66b3bd50-1b85-45ed-970d-a67db1467ab3,30,PART003-3,230,Each,Active,46000,USD
2b0c508d-0f92-45af-943d-84b185085830-10,2b0c508d-0f92-45af-943d-84b185085830,10,PART003-3,410,Each,Active,82000,USD
dc9dfba7-4896-470c-ad69-c62c25672b62-10,dc9dfba7-4896-470c-ad69-c62c25672b62,10,PART003-2,300,Each,Active,45000,USD
dc9dfba7-4896-470c-ad69-c62c25672b62-20,dc9dfba7-4896-470c-ad69-c62c25672b62,20,PART001,70,Each,Active,15750,USD
5f63ee1d-ceb4-427e-a937-24b1edeb09bf-10,5f63ee1d-ceb4-427e-a937-24b1edeb09bf,10,PART003-1,110,Each,Active,11000,USD
5f63ee1d-ceb4-427e-a937-24b1edeb09bf-20,5f63ee1d-ceb4-427e-a937-24b1edeb09bf,20,PART005,490,Each,Active,73500,USD
5f63ee1d-ceb4-427e-a937-24b1edeb09bf-30,5f63ee1d-ceb4-427e-a937-24b1edeb09bf,30,PART004,310,Each,Active,54250,USD
a4b48798-8494-40fd-98ae-a600872c84d8-10,a4b48798-8494-40fd-98ae-a600872c84d8,10,PART001,480,Each,Active,108000,USD
2ae01cd0-35c3-4e67-b337-41c37d49d202-10,2ae01cd0-35c3-4e67-b337-41c37d49d202,10,PART003,150,Each,Active,22500,USD
2ae01cd0-35c3-4e67-b337-41c37d49d202-20,2ae01cd0-35c3-4e67-b337-41c37d49d202,20,PART003-1,360,Each,Active,36000,USD
d392a9e4-992e-439a-94c9-436269b13720-10,d392a9e4-992e-439a-94c9-436269b13720,10,PART004,270,Each,Active,47250,USD
d392a9e4-992e-439a-94c9-436269b13720-20,d392a9e4-992e-439a-94c9-436269b13720,20,PART005,210,Each,Active,31500,USD
d392a9e4-992e-439a-94c9-436269b13720-30,d392a9e4-992e-439a-94c9-436269b13720,30,PART006,390,Each,Active,78000,USD
923182ce-bf5f-42c5-b95b-b10046cc2460-10,923182ce-bf5f-42c5-b95b-b10046cc2460,10,PART001,50,Each,Active,11250,USD
923182ce-bf5f-42c5-b95b-b10046cc2460-20,923182ce-bf5f-42c5-b95b-b10046cc2460,20,PART002,90,Each,Active,6750,USD
bbece499-7feb-47c5-a34f-8684c3f8d57d-10,bbece499-7feb-47c5-a34f-8684c3f8d57d,10,PART001,340,Each,Active,76500,USD
bbece499-7feb-47c5-a34f-8684c3f8d57d-20,bbece499-7feb-47c5-a34f-8684c3f8d57d,20,PART006,180,Each,Active,36000,USD
bbece499-7feb-47c5-a34f-8684c3f8d57d-30,bbece499-7feb-47c5-a34f-8684c3f8d57d,30,PART003-2,170,Each,Active,25500,USD
14a307d0-ebc1-41b8-b0ea-b2509bf6800f-10,14a307d0-ebc1-41b8-b0ea-b2509bf6800f,10,PART003-2,260,Each,Active,39000,USD
14a307d0-ebc1-41b8-b0ea-b2509bf6800f-20,14a307d0-ebc1-41b8-b0ea-b2509bf6800f,20,PART003,360,Each,Active,54000,USD
d2bbbde6-303d-44ac-9fac-b1f0add97516-10,d2bbbde6-303d-44ac-9fac-b1f0add97516,10,PART002,290,Each,Active,21750,USD
d2bbbde6-303d-44ac-9fac-b1f0add97516-20,d2bbbde6-303d-44ac-9fac-b1f0add97516,20,PART003-2,210,Each,Active,31500,USD
d2bbbde6-303d-44ac-9fac-b1f0add97516-30,d2bbbde6-303d-44ac-9fac-b1f0add97516,30,PART005,220,Each,Active,33000,USD
77509ca1-d06d-4d83-91de-ea123dacb903-10,77509ca1-d06d-4d83-91de-ea123dacb903,10,PART006,180,Each,Active,36000,USD
77509ca1-d06d-4d83-91de-ea123dacb903-20,77509ca1-d06d-4d83-91de-ea123dacb903,20,PART003-3,460,Each,Active,92000,USD
037839ea-e573-407a-9e9e-509ca57f3fa8-10,037839ea-e573-407a-9e9e-509ca57f3fa8,10,PART006,120,Each,Active,24000,USD
600d042b-b270-449e-9c7c-a1f195de6231-10,600d042b-b270-449e-9c7c-a1f195de6231,10,PART004,110,Each,Active,19250,USD
600d042b-b270-449e-9c7c-a1f195de6231-20,600d042b-b270-449e-9c7c-a1f195de6231,20,PART003,130,Each,Active,19500,USD
600d042b-b270-449e-9c7c-a1f195de6231-30,600d042b-b270-449e-9c7c-a1f195de6231,30,PART002,190,Each,Active,14250,USD
2b6e6d67-ae1d-415a-a745-7bbfd6fa2c9f-10,2b6e6d67-ae1d-415a-a745-7bbfd6fa2c9f,10,PART003-3,360,Each,Active,72000,USD
2b6e6d67-ae1d-415a-a745-7bbfd6fa2c9f-20,2b6e6d67-ae1d-415a-a745-7bbfd6fa2c9f,20,PART003-2,130,Each,Active,19500,USD
97a5086d-d683-4750-8c48-686edf9f7c15-10,97a5086d-d683-4750-8c48-686edf9f7c15,10,PART002,280,Each,Active,21000,USD
97a5086d-d683-4750-8c48-686edf9f7c15-20,97a5086d-d683-4750-8c48-686edf9f7c15,20,PART001,470,Each,Active,105750,USD
1eed3b4d-b463-4527-99de-673968fd6307-10,1eed3b4d-b463-4527-99de-673968fd6307,10,PART003-1,180,Each,Active,18000,USD
68a0d97d-d93a-4470-a27e-6942764a6119-10,68a0d97d-d93a-4470-a27e-6942764a6119,10,PART001,360,Each,Active,81000,USD
68a0d97d-d93a-4470-a27e-6942764a6119-20,68a0d97d-d93a-4470-a27e-6942764a6119,20,PART003-1,260,Each,Active,26000,USD
8e8e8a6a-99bd-4227-bacb-e3ec87a395aa-10,8e8e8a6a-99bd-4227-bacb-e3ec87a395aa,10,PART003-1,50,Each,Active,5000,USD
0baa4985-1592-426f-97e9-df8b9d2a7a0e-10,0baa4985-1592-426f-97e9-df8b9d2a7a0e,10,PART001,450,Each,Active,101250,USD
0baa4985-1592-426f-97e9-df8b9d2a7a0e-20,0baa4985-1592-426f-97e9-df8b9d2a7a0e,20,PART006,220,Each,Active,44000,USD
0baa4985-1592-426f-97e9-df8b9d2a7a0e-30,0baa4985-1592-426f-97e9-df8b9d2a7a0e,30,PART002,260,Each,Active,19500,USD
3e718d7f-77e2-4aca-a13d-a5466874065e-10,3e718d7f-77e2-4aca-a13d-a5466874065e,10,PART003-1,280,Each,Active,28000,USD
