ID,salesOrderId,lineNumber,ProductId,Quantity,unitOfMeasure,Status,Value,valueCurrency
f6d135ec-b30d-4858-94a8-20f7ec5b375c-20,f6d135ec-b30d-4858-94a8-20f7ec5b375c,20,PROD005,410,Each,Active,246000,USD
1a3975ee-e381-4820-a392-ab3fc71fe609-10,1a3975ee-e381-4820-a392-ab3fc71fe609,10,PROD005,130,Each,Active,78000,USD
1a3975ee-e381-4820-a392-ab3fc71fe609-20,1a3975ee-e381-4820-a392-ab3fc71fe609,20,PROD001,340,Each,Active,306000,USD
f8322384-12e2-4738-bd04-9fca0028d057-10,f8322384-12e2-4738-bd04-9fca0028d057,10,PROD009,420,Each,Active,210000,USD
f8322384-12e2-4738-bd04-9fca0028d057-20,f8322384-12e2-4738-bd04-9fca0028d057,20,PROD004,370,Each,Active,148000,USD
f8322384-12e2-4738-bd04-9fca0028d057-30,f8322384-12e2-4738-bd04-9fca0028d057,30,PROD003,240,Each,Active,288000,USD
b5078741-ee08-46f5-82a0-ea3f627fe6a3-10,b5078741-ee08-46f5-82a0-ea3f627fe6a3,10,PROD006,110,Each,Active,88000,USD
b5078741-ee08-46f5-82a0-ea3f627fe6a3-20,b5078741-ee08-46f5-82a0-ea3f627fe6a3,20,PROD008,150,Each,Active,60000,USD
b5078741-ee08-46f5-82a0-ea3f627fe6a3-30,b5078741-ee08-46f5-82a0-ea3f627fe6a3,30,PROD001,380,Each,Active,342000,USD
a64a18b9-f3b4-4d1c-8240-10cbbcf7caec-10,a64a18b9-f3b4-4d1c-8240-10cbbcf7caec,10,PROD009,60,Each,Active,30000,USD
a64a18b9-f3b4-4d1c-8240-10cbbcf7caec-20,a64a18b9-f3b4-4d1c-8240-10cbbcf7caec,20,PROD003,170,Each,Active,204000,USD
cb47b980-b4be-4bb0-973c-f71fbb300cc3-10,cb47b980-b4be-4bb0-973c-f71fbb300cc3,10,PROD009,460,Each,Active,230000,USD
f0dd81ac-59b5-4c68-88f0-f2786296f5db-10,f0dd81ac-59b5-4c68-88f0-f2786296f5db,10,PROD009,380,Each,Active,190000,USD
f0dd81ac-59b5-4c68-88f0-f2786296f5db-20,f0dd81ac-59b5-4c68-88f0-f2786296f5db,20,PROD006,80,Each,Active,64000,USD
f0dd81ac-59b5-4c68-88f0-f2786296f5db-30,f0dd81ac-59b5-4c68-88f0-f2786296f5db,30,PROD007,70,Each,Active,21000,USD
5f58e7fd-0ee6-47e5-84ad-dfb23c1ebbdc-10,5f58e7fd-0ee6-47e5-84ad-dfb23c1ebbdc,10,PROD005,310,Each,Active,186000,USD
5f58e7fd-0ee6-47e5-84ad-dfb23c1ebbdc-20,5f58e7fd-0ee6-47e5-84ad-dfb23c1ebbdc,20,PROD001,210,Each,Active,189000,USD
8de6df93-8a8f-44a7-9aec-59d991311011-10,8de6df93-8a8f-44a7-9aec-59d991311011,10,PROD002,470,Each,Active,470000,USD
2df08dce-eeb2-4fbc-91fc-ff1368f60a33-10,2df08dce-eeb2-4fbc-91fc-ff1368f60a33,10,PROD005,190,Each,Active,114000,USD
c4b87d75-22c3-4993-b156-45683ed1425c-10,c4b87d75-22c3-4993-b156-45683ed1425c,10,PROD006,200,Each,Active,160000,USD
c4b87d75-22c3-4993-b156-45683ed1425c-20,c4b87d75-22c3-4993-b156-45683ed1425c,20,PROD005,420,Each,Active,252000,USD
635e445a-9191-4079-8977-db9ba3bd5345-10,635e445a-9191-4079-8977-db9ba3bd5345,10,PROD009,390,Each,Active,195000,USD
c593fcbd-ffc1-4809-af29-69761cd3e1ef-10,c593fcbd-ffc1-4809-af29-69761cd3e1ef,10,PROD001,200,Each,Active,180000,USD
c593fcbd-ffc1-4809-af29-69761cd3e1ef-20,c593fcbd-ffc1-4809-af29-69761cd3e1ef,20,PROD002,300,Each,Active,300000,USD
c593fcbd-ffc1-4809-af29-69761cd3e1ef-30,c593fcbd-ffc1-4809-af29-69761cd3e1ef,30,PROD004,150,Each,Active,60000,USD
c2398207-a868-44fa-987d-1d5d5b171af2-10,c2398207-a868-44fa-987d-1d5d5b171af2,10,PROD004,280,Each,Active,112000,USD
c2398207-a868-44fa-987d-1d5d5b171af2-20,c2398207-a868-44fa-987d-1d5d5b171af2,20,PROD007,50,Each,Active,15000,USD
5444b6af-5cf2-4787-8566-fa22554cf902-10,5444b6af-5cf2-4787-8566-fa22554cf902,10,PROD002,130,Each,Active,130000,USD
5444b6af-5cf2-4787-8566-fa22554cf902-20,5444b6af-5cf2-4787-8566-fa22554cf902,20,PROD007,310,Each,Active,93000,USD
9d737a3f-3517-4a2d-8a81-bc27420ee037-10,9d737a3f-3517-4a2d-8a81-bc27420ee037,10,PROD006,300,Each,Active,240000,USD
9d737a3f-3517-4a2d-8a81-bc27420ee037-20,9d737a3f-3517-4a2d-8a81-bc27420ee037,20,PROD003,310,Each,Active,372000,USD
9d737a3f-3517-4a2d-8a81-bc27420ee037-30,9d737a3f-3517-4a2d-8a81-bc27420ee037,30,PROD005,470,Each,Active,282000,USD
0d0fb2c2-5269-4a3c-9084-275964bc247c-10,0d0fb2c2-5269-4a3c-9084-275964bc247c,10,PROD005,340,Each,Active,204000,USD
0d0fb2c2-5269-4a3c-9084-275964bc247c-20,0d0fb2c2-5269-4a3c-9084-275964bc247c,20,PROD001,200,Each,Active,180000,USD
0d0fb2c2-5269-4a3c-9084-275964bc247c-30,0d0fb2c2-5269-4a3c-9084-275964bc247c,30,PROD007,160,Each,Active,48000,USD
683ca591-8f2e-4afd-b098-f7b5fb5ef2f8-10,683ca591-8f2e-4afd-b098-f7b5fb5ef2f8,10,PROD006,280,Each,Active,224000,USD
928363c4-40bf-4ed0-8b41-2cdaa4da5773-10,928363c4-40bf-4ed0-8b41-2cdaa4da5773,10,PROD002,340,Each,Active,340000,USD
928363c4-40bf-4ed0-8b41-2cdaa4da5773-20,928363c4-40bf-4ed0-8b41-2cdaa4da5773,20,PROD001,60,Each,Active,54000,USD
928363c4-40bf-4ed0-8b41-2cdaa4da5773-30,928363c4-40bf-4ed0-8b41-2cdaa4da5773,30,PROD004,100,Each,Active,40000,USD
76327f57-27df-4d52-92fe-e3d8a9228e58-10,76327f57-27df-4d52-92fe-e3d8a9228e58,10,PROD004,230,Each,Active,92000,USD
76327f57-27df-4d52-92fe-e3d8a9228e58-20,76327f57-27df-4d52-92fe-e3d8a9228e58,20,PROD007,50,Each,Active,15000,USD
5e6f4267-7de6-4d6e-9514-93c34f226821-10,5e6f4267-7de6-4d6e-9514-93c34f226821,10,PROD003,380,Each,Active,456000,USD
5e6f4267-7de6-4d6e-9514-93c34f226821-20,5e6f4267-7de6-4d6e-9514-93c34f226821,20,PROD004,230,Each,Active,92000,USD
5e6f4267-7de6-4d6e-9514-93c34f226821-30,5e6f4267-7de6-4d6e-9514-93c34f226821,30,PROD008,150,Each,Active,60000,USD
4bcd0209-6b8e-4bbc-aafd-3cc0f92a3bb5-10,4bcd0209-6b8e-4bbc-aafd-3cc0f92a3bb5,10,PROD006,410,Each,Active,328000,USD
4bcd0209-6b8e-4bbc-aafd-3cc0f92a3bb5-20,4bcd0209-6b8e-4bbc-aafd-3cc0f92a3bb5,20,PROD009,210,Each,Active,105000,USD
c7949bda-d8d7-4548-ad05-e8a5ead321ce-10,c7949bda-d8d7-4548-ad05-e8a5ead321ce,10,PROD006,320,Each,Active,256000,USD
c7949bda-d8d7-4548-ad05-e8a5ead321ce-20,c7949bda-d8d7-4548-ad05-e8a5ead321ce,20,PROD002,370,Each,Active,370000,USD
c7949bda-d8d7-4548-ad05-e8a5ead321ce-30,c7949bda-d8d7-4548-ad05-e8a5ead321ce,30,PROD005,470,Each,Active,282000,USD
275687f2-2c6d-4830-b07e-62c83f3ea53e-10,275687f2-2c6d-4830-b07e-62c83f3ea53e,10,PROD003,350,Each,Active,420000,USD
9807ecef-6541-40d9-9ab2-2a2f12038962-10,9807ecef-6541-40d9-9ab2-2a2f12038962,10,PROD005,480,Each,Active,288000,USD
9807ecef-6541-40d9-9ab2-2a2f12038962-20,9807ecef-6541-40d9-9ab2-2a2f12038962,20,PROD006,390,Each,Active,312000,USD
9807ecef-6541-40d9-9ab2-2a2f12038962-30,9807ecef-6541-40d9-9ab2-2a2f12038962,30,PROD007,120,Each,Active,36000,USD
51567fd8-2ef9-4bcd-b7f3-358f6a45072a-10,51567fd8-2ef9-4bcd-b7f3-358f6a45072a,10,PROD009,240,Each,Active,120000,USD
c30db3fe-8955-4a63-a84e-3a6be92c1198-10,c30db3fe-8955-4a63-a84e-3a6be92c1198,10,PROD009,60,Each,Active,30000,USD
b1eaf08f-3dc1-450c-ab10-1a0636fb45ef-10,b1eaf08f-3dc1-450c-ab10-1a0636fb45ef,10,PROD007,420,Each,Active,126000,USD
b1eaf08f-3dc1-450c-ab10-1a0636fb45ef-20,b1eaf08f-3dc1-450c-ab10-1a0636fb45ef,20,PROD009,280,Each,Active,140000,USD
5279a3f4-e7f7-4be4-9be4-e337fa9089dc-10,5279a3f4-e7f7-4be4-9be4-e337fa9089dc,10,PROD007,160,Each,Active,48000,USD
5279a3f4-e7f7-4be4-9be4-e337fa9089dc-20,5279a3f4-e7f7-4be4-9be4-e337fa9089dc,20,PROD004,140,Each,Active,56000,USD
5c53faf6-82ef-4fdd-aca8-2f407ef5a847-10,5c53faf6-82ef-4fdd-aca8-2f407ef5a847,10,PROD002,180,Each,Active,180000,USD
5c53faf6-82ef-4fdd-aca8-2f407ef5a847-20,5c53faf6-82ef-4fdd-aca8-2f407ef5a847,20,PROD006,240,Each,Active,192000,USD
0883885d-a2f8-4da0-8f88-2466b0128b05-10,0883885d-a2f8-4da0-8f88-2466b0128b05,10,PROD005,430,Each,Active,258000,USD
66932109-c20d-4fa7-885c-8eb523d5533f-10,66932109-c20d-4fa7-885c-8eb523d5533f,10,PROD004,480,Each,Active,192000,USD
66932109-c20d-4fa7-885c-8eb523d5533f-20,66932109-c20d-4fa7-885c-8eb523d5533f,20,PROD008,200,Each,Active,80000,USD
7e5af078-fea9-4b8b-93d5-7b38d275cb3a-10,7e5af078-fea9-4b8b-93d5-7b38d275cb3a,10,PROD007,70,Each,Active,21000,USD
7e5af078-fea9-4b8b-93d5-7b38d275cb3a-20,7e5af078-fea9-4b8b-93d5-7b38d275cb3a,20,PROD003,500,Each,Active,600000,USD
9a5d9a25-511f-4707-9950-7e91b2df8f95-10,9a5d9a25-511f-4707-9950-7e91b2df8f95,10,PROD006,430,Each,Active,344000,USD
c9995564-1e56-41d8-a864-2e096747f617-10,c9995564-1e56-41d8-a864-2e096747f617,10,PROD009,220,Each,Active,110000,USD
9b9db215-54aa-45d6-af21-d5be8c2231a2-10,9b9db215-54aa-45d6-af21-d5be8c2231a2,10,PROD004,60,Each,Active,24000,USD
9b9db215-54aa-45d6-af21-d5be8c2231a2-20,9b9db215-54aa-45d6-af21-d5be8c2231a2,20,PROD007,480,Each,Active,144000,USD
9b9db215-54aa-45d6-af21-d5be8c2231a2-30,9b9db215-54aa-45d6-af21-d5be8c2231a2,30,PROD001,380,Each,Active,342000,USD
06f2e992-3fec-4217-a230-60a793a23aef-10,06f2e992-3fec-4217-a230-60a793a23aef,10,PROD002,380,Each,Active,380000,USD
06f2e992-3fec-4217-a230-60a793a23aef-20,06f2e992-3fec-4217-a230-60a793a23aef,20,PROD009,220,Each,Active,110000,USD
d5c176e1-0de3-4af6-a87a-a0a4b60df903-10,d5c176e1-0de3-4af6-a87a-a0a4b60df903,10,PROD001,330,Each,Active,297000,USD
d5c176e1-0de3-4af6-a87a-a0a4b60df903-20,d5c176e1-0de3-4af6-a87a-a0a4b60df903,20,PROD007,470,Each,Active,141000,USD
d577aff3-27b3-4551-85e9-29e06cba64bc-10,d577aff3-27b3-4551-85e9-29e06cba64bc,10,PROD008,300,Each,Active,120000,USD
d577aff3-27b3-4551-85e9-29e06cba64bc-20,d577aff3-27b3-4551-85e9-29e06cba64bc,20,PROD009,490,Each,Active,245000,USD
def4ae35-bb5c-4d82-8af9-bcdea0382e22-10,def4ae35-bb5c-4d82-8af9-bcdea0382e22,10,PROD008,50,Each,Active,20000,USD
def4ae35-bb5c-4d82-8af9-bcdea0382e22-20,def4ae35-bb5c-4d82-8af9-bcdea0382e22,20,PROD007,360,Each,Active,108000,USD
01e65d6c-d332-4f48-aa8a-1cb10edb5725-10,01e65d6c-d332-4f48-aa8a-1cb10edb5725,10,PROD004,170,Each,Active,68000,USD
523e984a-712f-482b-835b-44791faa7537-10,523e984a-712f-482b-835b-44791faa7537,10,PROD003,250,Each,Active,300000,USD
523e984a-712f-482b-835b-44791faa7537-20,523e984a-712f-482b-835b-44791faa7537,20,PROD008,380,Each,Active,152000,USD
5302b592-fd86-4924-b1e2-3aea9b1fc6d0-10,5302b592-fd86-4924-b1e2-3aea9b1fc6d0,10,PROD001,80,Each,Active,72000,USD
5302b592-fd86-4924-b1e2-3aea9b1fc6d0-20,5302b592-fd86-4924-b1e2-3aea9b1fc6d0,20,PROD004,200,Each,Active,80000,USD
d4b04965-d0f6-4c9b-9f6d-fb3776bf0edb-10,d4b04965-d0f6-4c9b-9f6d-fb3776bf0edb,10,PROD006,440,Each,Active,352000,USD
d4b04965-d0f6-4c9b-9f6d-fb3776bf0edb-20,d4b04965-d0f6-4c9b-9f6d-fb3776bf0edb,20,PROD009,160,Each,Active,80000,USD
d4b04965-d0f6-4c9b-9f6d-fb3776bf0edb-30,d4b04965-d0f6-4c9b-9f6d-fb3776bf0edb,30,PROD008,500,Each,Active,200000,USD
3615f000-2da2-4dd9-b371-902340073e85-10,3615f000-2da2-4dd9-b371-902340073e85,10,PROD004,370,Each,Active,148000,USD
a9c0529d-7769-4b54-a7aa-b595692f2ad6-10,a9c0529d-7769-4b54-a7aa-b595692f2ad6,10,PROD004,400,Each,Active,160000,USD
57004dcc-61b5-453e-ad0a-1ef6768b6bb7-10,57004dcc-61b5-453e-ad0a-1ef6768b6bb7,10,PROD002,170,Each,Active,170000,USD
158313d2-fdb4-4eea-ade2-429dd35ba005-10,158313d2-fdb4-4eea-ade2-429dd35ba005,10,PROD001,110,Each,Active,99000,USD
158313d2-fdb4-4eea-ade2-429dd35ba005-20,158313d2-fdb4-4eea-ade2-429dd35ba005,20,PROD004,250,Each,Active,100000,USD
42c31e0e-e170-4fde-a0fa-e1338a1fbe60-10,42c31e0e-e170-4fde-a0fa-e1338a1fbe60,10,PROD006,330,Each,Active,264000,USD
42c31e0e-e170-4fde-a0fa-e1338a1fbe60-20,42c31e0e-e170-4fde-a0fa-e1338a1fbe60,20,PROD008,200,Each,Active,80000,USD
995aee5b-5be4-4772-8a23-4a5ef2191f7e-10,995aee5b-5be4-4772-8a23-4a5ef2191f7e,10,PROD007,430,Each,Active,129000,USD
995aee5b-5be4-4772-8a23-4a5ef2191f7e-20,995aee5b-5be4-4772-8a23-4a5ef2191f7e,20,PROD008,130,Each,Active,52000,USD
995aee5b-5be4-4772-8a23-4a5ef2191f7e-30,995aee5b-5be4-4772-8a23-4a5ef2191f7e,30,PROD003,380,Each,Active,456000,USD
fa079e3a-225c-4786-8ea7-f9f6e54cef35-10,fa079e3a-225c-4786-8ea7-f9f6e54cef35,10,PROD009,50,Each,Active,25000,USD
fa079e3a-225c-4786-8ea7-f9f6e54cef35-20,fa079e3a-225c-4786-8ea7-f9f6e54cef35,20,PROD003,390,Each,Active,468000,USD
fa079e3a-225c-4786-8ea7-f9f6e54cef35-30,fa079e3a-225c-4786-8ea7-f9f6e54cef35,30,PROD005,500,Each,Active,300000,USD
192da42d-84df-4d3c-9ccc-d7b14b487fed-10,192da42d-84df-4d3c-9ccc-d7b14b487fed,10,PROD006,240,Each,Active,192000,USD
192da42d-84df-4d3c-9ccc-d7b14b487fed-20,192da42d-84df-4d3c-9ccc-d7b14b487fed,20,PROD007,50,Each,Active,15000,USD
151afa82-c859-46c3-a168-c1fa3eec88a5-10,151afa82-c859-46c3-a168-c1fa3eec88a5,10,PROD007,440,Each,Active,132000,USD
22f2328e-502d-4edb-9e57-a0b7af584397-10,22f2328e-502d-4edb-9e57-a0b7af584397,10,PROD003,240,Each,Active,288000,USD
22f2328e-502d-4edb-9e57-a0b7af584397-20,22f2328e-502d-4edb-9e57-a0b7af584397,20,PROD005,190,Each,Active,114000,USD
3ee4b0d3-1c1e-412c-a84d-b684fda1e76a-10,3ee4b0d3-1c1e-412c-a84d-b684fda1e76a,10,PROD006,380,Each,Active,304000,USD
3ee4b0d3-1c1e-412c-a84d-b684fda1e76a-20,3ee4b0d3-1c1e-412c-a84d-b684fda1e76a,20,PROD004,440,Each,Active,176000,USD
7edaee8b-9c62-4bf3-b4df-5734668e9219-10,7edaee8b-9c62-4bf3-b4df-5734668e9219,10,PROD001,220,Each,Active,198000,USD
7edaee8b-9c62-4bf3-b4df-5734668e9219-20,7edaee8b-9c62-4bf3-b4df-5734668e9219,20,PROD005,320,Each,Active,192000,USD
c1938e2c-df48-4182-88dd-9a402de97d43-10,c1938e2c-df48-4182-88dd-9a402de97d43,10,PROD007,220,Each,Active,66000,USD
c1938e2c-df48-4182-88dd-9a402de97d43-20,c1938e2c-df48-4182-88dd-9a402de97d43,20,PROD008,230,Each,Active,92000,USD
f340b807-a0d1-43b4-9542-7e79ec6670cc-10,f340b807-a0d1-43b4-9542-7e79ec6670cc,10,PROD002,180,Each,Active,180000,USD
bbce2490-1472-40fd-8e44-fe33f2c5c71e-10,bbce2490-1472-40fd-8e44-fe33f2c5c71e,10,PROD005,400,Each,Active,240000,USD
bbce2490-1472-40fd-8e44-fe33f2c5c71e-20,bbce2490-1472-40fd-8e44-fe33f2c5c71e,20,PROD002,370,Each,Active,370000,USD
bbce2490-1472-40fd-8e44-fe33f2c5c71e-30,bbce2490-1472-40fd-8e44-fe33f2c5c71e,30,PROD007,430,Each,Active,129000,USD
be72844a-1470-4764-aedc-50744e0ba409-10,be72844a-1470-4764-aedc-50744e0ba409,10,PROD007,470,Each,Active,141000,USD
0d1f2eb1-9198-40d1-b93e-6bb67d184002-10,0d1f2eb1-9198-40d1-b93e-6bb67d184002,10,PROD003,340,Each,Active,408000,USD
e3dcc47e-c4bb-4864-8631-c0362a7fbe1f-10,e3dcc47e-c4bb-4864-8631-c0362a7fbe1f,10,PROD001,460,Each,Active,414000,USD
e3dcc47e-c4bb-4864-8631-c0362a7fbe1f-20,e3dcc47e-c4bb-4864-8631-c0362a7fbe1f,20,PROD005,90,Each,Active,54000,USD
e3dcc47e-c4bb-4864-8631-c0362a7fbe1f-30,e3dcc47e-c4bb-4864-8631-c0362a7fbe1f,30,PROD007,230,Each,Active,69000,USD
31e8454a-b39f-49c6-bce8-ea56997db230-10,31e8454a-b39f-49c6-bce8-ea56997db230,10,PROD007,490,Each,Active,147000,USD
31e8454a-b39f-49c6-bce8-ea56997db230-20,31e8454a-b39f-49c6-bce8-ea56997db230,20,PROD006,500,Each,Active,400000,USD
31e8454a-b39f-49c6-bce8-ea56997db230-30,31e8454a-b39f-49c6-bce8-ea56997db230,30,PROD004,460,Each,Active,184000,USD
a58c0b50-96e5-45c5-a933-0d7df7907766-10,a58c0b50-96e5-45c5-a933-0d7df7907766,10,PROD005,400,Each,Active,240000,USD
a58c0b50-96e5-45c5-a933-0d7df7907766-20,a58c0b50-96e5-45c5-a933-0d7df7907766,20,PROD004,160,Each,Active,64000,USD
a58c0b50-96e5-45c5-a933-0d7df7907766-30,a58c0b50-96e5-45c5-a933-0d7df7907766,30,PROD001,320,Each,Active,288000,USD
8f4b6233-cc77-4763-abe8-ba7d431fb44a-10,8f4b6233-cc77-4763-abe8-ba7d431fb44a,10,PROD006,190,Each,Active,152000,USD
8f4b6233-cc77-4763-abe8-ba7d431fb44a-20,8f4b6233-cc77-4763-abe8-ba7d431fb44a,20,PROD004,240,Each,Active,96000,USD
8f4b6233-cc77-4763-abe8-ba7d431fb44a-30,8f4b6233-cc77-4763-abe8-ba7d431fb44a,30,PROD007,170,Each,Active,51000,USD
7e71d0e6-abed-4e80-92f0-0bf55b2023a1-10,7e71d0e6-abed-4e80-92f0-0bf55b2023a1,10,PROD003,100,Each,Active,120000,USD
7e71d0e6-abed-4e80-92f0-0bf55b2023a1-20,7e71d0e6-abed-4e80-92f0-0bf55b2023a1,20,PROD007,240,Each,Active,72000,USD
7e71d0e6-abed-4e80-92f0-0bf55b2023a1-30,7e71d0e6-abed-4e80-92f0-0bf55b2023a1,30,PROD004,140,Each,Active,56000,USD
b260d287-30b5-4f2a-b020-755a10a30450-10,b260d287-30b5-4f2a-b020-755a10a30450,10,PROD001,150,Each,Active,135000,USD
0397c7e4-dbdd-422d-b1f9-4d77a3575652-10,0397c7e4-dbdd-422d-b1f9-4d77a3575652,10,PROD003,490,Each,Active,588000,USD
e1b72d26-6cee-4e67-815f-60f11ceea993-10,e1b72d26-6cee-4e67-815f-60f11ceea993,10,PROD003,100,Each,Active,120000,USD
e1b72d26-6cee-4e67-815f-60f11ceea993-20,e1b72d26-6cee-4e67-815f-60f11ceea993,20,PROD004,450,Each,Active,180000,USD
8c161fd7-c736-4d6e-af16-ced8ad00c0fa-10,8c161fd7-c736-4d6e-af16-ced8ad00c0fa,10,PROD002,180,Each,Active,180000,USD
8c161fd7-c736-4d6e-af16-ced8ad00c0fa-20,8c161fd7-c736-4d6e-af16-ced8ad00c0fa,20,PROD007,300,Each,Active,90000,USD
2e404ae3-100b-44a0-b262-cd10f95b9cf0-10,2e404ae3-100b-44a0-b262-cd10f95b9cf0,10,PROD006,310,Each,Active,248000,USD
2e404ae3-100b-44a0-b262-cd10f95b9cf0-20,2e404ae3-100b-44a0-b262-cd10f95b9cf0,20,PROD004,350,Each,Active,140000,USD
2e404ae3-100b-44a0-b262-cd10f95b9cf0-30,2e404ae3-100b-44a0-b262-cd10f95b9cf0,30,PROD007,210,Each,Active,63000,USD
bbc3351e-674d-48aa-8b10-53f011961100-10,bbc3351e-674d-48aa-8b10-53f011961100,10,PROD002,310,Each,Active,310000,USD
bbc3351e-674d-48aa-8b10-53f011961100-20,bbc3351e-674d-48aa-8b10-53f011961100,20,PROD004,360,Each,Active,144000,USD
47ec541c-dfae-451f-9a77-4cd6b30959d6-10,47ec541c-dfae-451f-9a77-4cd6b30959d6,10,PROD007,190,Each,Active,57000,USD
fe952ab4-3319-4b0d-99ae-2e828fbe4d28-10,fe952ab4-3319-4b0d-99ae-2e828fbe4d28,10,PROD007,330,Each,Active,99000,USD
fe952ab4-3319-4b0d-99ae-2e828fbe4d28-20,fe952ab4-3319-4b0d-99ae-2e828fbe4d28,20,PROD001,480,Each,Active,432000,USD
fe952ab4-3319-4b0d-99ae-2e828fbe4d28-30,fe952ab4-3319-4b0d-99ae-2e828fbe4d28,30,PROD008,130,Each,Active,52000,USD
9e163d3b-4cf9-4cb2-bb94-1e21be36dccf-10,9e163d3b-4cf9-4cb2-bb94-1e21be36dccf,10,PROD001,260,Each,Active,234000,USD
9e163d3b-4cf9-4cb2-bb94-1e21be36dccf-20,9e163d3b-4cf9-4cb2-bb94-1e21be36dccf,20,PROD002,50,Each,Active,50000,USD
9e163d3b-4cf9-4cb2-bb94-1e21be36dccf-30,9e163d3b-4cf9-4cb2-bb94-1e21be36dccf,30,PROD007,430,Each,Active,129000,USD
7c958d7c-98cb-47e5-aee0-f661beb54edb-10,7c958d7c-98cb-47e5-aee0-f661beb54edb,10,PROD006,60,Each,Active,48000,USD
37b675de-ea82-4d9b-a3e7-e106666b6f2a-10,37b675de-ea82-4d9b-a3e7-e106666b6f2a,10,PROD007,130,Each,Active,39000,USD
37b675de-ea82-4d9b-a3e7-e106666b6f2a-20,37b675de-ea82-4d9b-a3e7-e106666b6f2a,20,PROD005,340,Each,Active,204000,USD
14d650c6-24a2-4cc7-9da5-88f5f4c4f433-10,14d650c6-24a2-4cc7-9da5-88f5f4c4f433,10,PROD009,300,Each,Active,150000,USD
2569cd0f-ee6c-4192-8a00-32a232ec698c-10,2569cd0f-ee6c-4192-8a00-32a232ec698c,10,PROD004,160,Each,Active,64000,USD
2569cd0f-ee6c-4192-8a00-32a232ec698c-20,2569cd0f-ee6c-4192-8a00-32a232ec698c,20,PROD003,430,Each,Active,516000,USD
2569cd0f-ee6c-4192-8a00-32a232ec698c-30,2569cd0f-ee6c-4192-8a00-32a232ec698c,30,PROD001,480,Each,Active,432000,USD
63b1af85-c99c-4a91-a6fe-b581570b4265-10,63b1af85-c99c-4a91-a6fe-b581570b4265,10,PROD006,290,Each,Active,232000,USD
63b1af85-c99c-4a91-a6fe-b581570b4265-20,63b1af85-c99c-4a91-a6fe-b581570b4265,20,PROD008,260,Each,Active,104000,USD
63b1af85-c99c-4a91-a6fe-b581570b4265-30,63b1af85-c99c-4a91-a6fe-b581570b4265,30,PROD001,190,Each,Active,171000,USD
851449eb-a4a1-4da1-a006-a9a9e13fc6d2-10,851449eb-a4a1-4da1-a006-a9a9e13fc6d2,10,PROD007,270,Each,Active,81000,USD
30a33409-844d-43ba-bde0-2c5006b493a0-10,30a33409-844d-43ba-bde0-2c5006b493a0,10,PROD007,500,Each,Active,150000,USD
30a33409-844d-43ba-bde0-2c5006b493a0-20,30a33409-844d-43ba-bde0-2c5006b493a0,20,PROD003,180,Each,Active,216000,USD
a8d6e85c-fced-4838-90a4-ed452555c219-10,a8d6e85c-fced-4838-90a4-ed452555c219,10,PROD001,140,Each,Active,126000,USD
a8d6e85c-fced-4838-90a4-ed452555c219-20,a8d6e85c-fced-4838-90a4-ed452555c219,20,PROD009,70,Each,Active,35000,USD
2aa6d402-fa3b-4e26-85a9-49c473b01825-10,2aa6d402-fa3b-4e26-85a9-49c473b01825,10,PROD002,110,Each,Active,110000,USD
8fdf47c1-c705-4705-924f-bc1c4d668511-10,8fdf47c1-c705-4705-924f-bc1c4d668511,10,PROD001,130,Each,Active,117000,USD
ba587a08-7029-4dc5-85d5-c2fe16731663-10,ba587a08-7029-4dc5-85d5-c2fe16731663,10,PROD009,150,Each,Active,75000,USD
ba587a08-7029-4dc5-85d5-c2fe16731663-20,ba587a08-7029-4dc5-85d5-c2fe16731663,20,PROD002,230,Each,Active,230000,USD
cdba8303-d6a1-47d8-bc89-fa8c14ac09a1-10,cdba8303-d6a1-47d8-bc89-fa8c14ac09a1,10,PROD005,450,Each,Active,270000,USD
cdba8303-d6a1-47d8-bc89-fa8c14ac09a1-20,cdba8303-d6a1-47d8-bc89-fa8c14ac09a1,20,PROD006,400,Each,Active,320000,USD
709c2e3b-9281-4b49-af67-5fec9bc94c59-10,709c2e3b-9281-4b49-af67-5fec9bc94c59,10,PROD003,380,Each,Active,456000,USD
15ae11cd-b0d9-42ef-880f-bbbe62f27edd-10,15ae11cd-b0d9-42ef-880f-bbbe62f27edd,10,PROD001,50,Each,Active,45000,USD
a8b43a00-5abb-44fa-8b0c-53d548adb4e9-10,a8b43a00-5abb-44fa-8b0c-53d548adb4e9,10,PROD003,300,Each,Active,360000,USD
26128620-56e0-46db-99ee-140dd2103e11-10,26128620-56e0-46db-99ee-140dd2103e11,10,PROD008,260,Each,Active,104000,USD
b01f0d76-b7df-49ac-aff8-909e4ee39f25-10,b01f0d76-b7df-49ac-aff8-909e4ee39f25,10,PROD001,230,Each,Active,207000,USD
866e53c5-b708-4ed2-9ec4-7cf7991b40fe-10,866e53c5-b708-4ed2-9ec4-7cf7991b40fe,10,PROD007,140,Each,Active,42000,USD
866e53c5-b708-4ed2-9ec4-7cf7991b40fe-20,866e53c5-b708-4ed2-9ec4-7cf7991b40fe,20,PROD008,380,Each,Active,152000,USD
046d10b3-fed6-40e4-9e9d-0dee1ad70c38-10,046d10b3-fed6-40e4-9e9d-0dee1ad70c38,10,PROD007,340,Each,Active,102000,USD
